academic_year,tap_college_code,federal_school_code,level,tap_level_of_study,tap_college_name,sector_type,tap_sector_group,tap_recipient_headcount,tap_recipient_ftes,tap_recipient_dollars
2010,2100,2772,U,5 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,25,16.92,63003.98
2010,2110,2778,U,4 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,757,670.04,1675075.9
2010,2110,2778,U,5 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,3,1.5,7107.5
2010,2120,2782,U,4 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,1802,1543.79,4699588.21
2010,2120,2782,U,5 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,56,40.63,157710.36
2010,2122,2782,U,4 yr Undergrad,NEW YORK INST TECH ELLIS ONLINE,PRIVATE,5-INDEPENDENT,7,4.0,7004.0
2010,2140,2795,U,2 yr Undergrad,PAUL SMITHS COLLEGE 2 YR UNDEGRAD,PRIVATE,5-INDEPENDENT,87,71.0,175052.5
2010,2140,2795,U,4 yr Undergrad,PAUL SMITHS COLLEGE 2 YR UNDEGRAD,PRIVATE,5-INDEPENDENT,1,0.5,200.5
2010,1085,2903,U,4 yr Undergrad,YESHIVA UNIVERSITY,PRIVATE,5-INDEPENDENT,280,264.5,835569.0
2010,2144,2812,U,2 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,593,423.92,1375625.64
2010,1050,2901,U,4 yr Undergrad,WELLS COLLEGE,PRIVATE,5-INDEPENDENT,272,252.13,623612.21
2010,1022,2883,U,5 yr Undergrad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,21,18.25,70670.5
2010,765,6467,U,2 yr Undergrad,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,5-INDEPENDENT,108,82.67,186717.61
2010,830,2832,U,4 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,513,460.25,1237013.75
2010,830,2832,U,5 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,21,12.5,54111.5
2010,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,5-INDEPENDENT,131,86.96,220738.25
2010,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,12,7.5,18644.5
2010,845,2813,U,4 yr Undergrad,SARAH LAWRENCE COLL UNDERGRAD,PRIVATE,5-INDEPENDENT,88,86.5,262721.5
2010,847,21601,U,2 yr Undergrad,FINGER LAKES HEALTH COLL NURSING,PRIVATE,5-INDEPENDENT,27,16.04,50642.43
2010,855,2814,U,4 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,337,320.5,1040236.75
2010,855,2814,U,5 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,27,15.5,68544.25
2010,865,10142,U,2 yr Undergrad,TOURO COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2439,1801.0,6778003.12
2010,985,2882,U,4 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,2918,2754.17,8013096.75
2010,985,2882,U,5 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,32,26.0,103315.75
2010,990,2889,U,4 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,357,339.17,911066.38
2010,990,2889,U,5 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4,2.0,8597.32
2010,995,2885,U,4 yr Undergrad,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,339,323.46,677537.71
2010,999,2834,U,4 yr Undergrad,EXCELSIOR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,250,149.96,431968.16
2010,1015,2894,U,4 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,920,890.25,2216661.25
2010,1015,2894,U,5 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,14,11.0,44216.5
2010,1022,2883,U,4 yr Undergrad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,1228,1088.75,2830651.77
2010,1030,2895,U,4 yr Undergrad,VASSAR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,229,221.0,615048.5
2010,2158,2896,U,2 yr Undergrad,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,120,92.0,299037.5
2010,2235,2665,U,4 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,786,637.63,2392355.85
2010,2235,2665,U,5 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,15,10.75,29585.0
2011,2158,2896,U,2 yr Undergrad,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,72,52.29,185050.87
2011,35,2671,U,4 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,242,230.5,692691.5
2011,45,6438,U,2 yr Undergrad,PHILLIPS BETH ISRAEL SCH.NURSING,PRIVATE,5-INDEPENDENT,11,5.75,19379.75
2011,55,21068,U,2 yr Undergrad,BRAMSON ORT COLLEGE,PRIVATE,5-INDEPENDENT,915,732.17,2389113.53
2011,90,2681,U,4 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1415,1319.83,3012324.5
2011,120,2699,U,4 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1126,1048.0,2415202.5
2011,120,2699,U,5 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4,3.5,12655.0
2011,125,2701,U,4 yr Undergrad,COLGATE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,203,199.0,509197.0
2011,130,2703,U,4 yr Undergrad,COL OF MT ST VINCENT 4YR SEM,PRIVATE,5-INDEPENDENT,864,790.88,2513238.99
2011,2051,2713,U,4 yr Undergrad,DOMINICAN COLLEGE-WEEKEND 4YR UG,PRIVATE,5-INDEPENDENT,5,2.33,6808.02
2011,2050,2713,U,4 yr Undergrad,DOMINICAN COLLEGE BLAUVELT 4YR UG,PRIVATE,5-INDEPENDENT,577,506.58,1578142.0
2011,136,2704,U,4 yr Undergrad,COLL OF NEW ROCHELLE NEW RESOURCE,PRIVATE,5-INDEPENDENT,2383,1884.92,6538072.56
2011,140,2705,U,4 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,1372,1239.25,3180076.2
2011,140,2705,U,5 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,9,8.0,32294.5
2011,150,2707,U,5 yr Undergrad,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,1,0.5,1933.0
2011,155,2708,U,4 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,314,307.5,1081221.0
2011,2040,2709,U,4 yr Undergrad,CONCORDIA COLLEGE,PRIVATE,5-INDEPENDENT,313,276.25,816986.25
2011,155,2708,U,5 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,3,2.5,12162.0
2011,168,2707,U,4 yr Undergrad,COLUMBIA UNIV SCH ENGINEERING,PRIVATE,5-INDEPENDENT,150,146.25,455787.0
2011,35,2671,U,2 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1,0.5,2450.0
2011,20,2668,U,4 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,697,621.58,1609665.0
2011,11,2667,U,5 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,20,15.0,60316.5
2011,11,2667,U,4 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,945,811.0,2286030.38
2010,2262,13029,U,4 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1267,941.17,3797993.45
2010,2265,21691,U,2 yr Undergrad,DAVIS COLLEGE,PRIVATE,5-INDEPENDENT,80,68.75,213347.0
2010,2270,25994,U,2 yr Undergrad,NY COLLEGE OF HEALTH PROFESSIONS,PRIVATE,5-INDEPENDENT,166,137.67,392044.37
2010,2310,34044,U,2 yr Undergrad,GAMLA COLLEGE,PRIVATE,5-INDEPENDENT,236,223.5,843858.0
2010,6045,7304,U,4 yr Undergrad,CULINARY INSTITUTE OF AMERICA 4YR,PRIVATE,5-INDEPENDENT,65,64.5,155084.5
2010,6093,2763,U,4 yr Undergrad,MARIA COLLEGE 4 YR,PRIVATE,5-INDEPENDENT,3,3.0,1889.0
2010,6140,2795,U,4 yr Undergrad,PAUL SMITHS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,335,300.75,677008.9
2010,6144,2812,U,4 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,6,3.5,4937.5
2010,7874,23065,U,2 yr Undergrad,PROFESSIONAL BUSINESS COLLEGE,PRIVATE,5-INDEPENDENT,1093,863.67,3140062.49
2011,830,2832,U,5 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,13,10.0,42482.0
2010,2300,2772,U,4 yr Undergrad,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,152,94.0,329599.45
2010,2262,13029,U,5 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,8,4.5,20117.75
2010,2188,2896,U,4 yr Undergrad,VILLA MARIA COLL OF BUFFALO 4YR,PRIVATE,5-INDEPENDENT,186,161.0,402408.5
2010,2144,2812,U,4 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,1,0.25,75.5
2010,2035,2685,U,5 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,7,4.0,18252.5
2011,6140,2795,U,5 yr Undergrad,PAUL SMITHS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2,1.5,6480.5
2011,6270,25994,U,4 yr Undergrad,NY COLL HEALTH PROF 4YR UG,PRIVATE,5-INDEPENDENT,45,38.5,120886.5
2011,2262,13029,U,4 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1322,994.46,4152445.92
2011,2235,2665,U,2 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,6,2.0,8552.18
2011,10,2666,U,4 yr Undergrad,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1871,1692.29,4940878.41
2010,6270,25994,U,4 yr Undergrad,NY COLL HEALTH PROF 4YR UG,PRIVATE,5-INDEPENDENT,39,35.63,99424.03
2012,505,2777,U,2 yr Undergrad,MEDAILLE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,24,13.25,45405.75
2011,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,5-INDEPENDENT,183,132.63,360208.57
2011,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,12,6.42,17649.57
2012,990,2889,U,4 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,312,303.79,815963.51
2012,855,2814,U,4 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,307,298.25,980043.0
2012,762,2825,U,4 yr Undergrad,ST JOSEPHS COLL PATCHOGUE WEEKEND,PRIVATE,5-INDEPENDENT,37,19.5,55840.75
2012,830,2832,U,5 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,8,5.5,23143.0
2012,751,2823,U,4 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,4188,3859.83,12554648.13
2012,670,2808,U,5 yr Undergrad,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7,6.0,26816.0
2012,685,2816,U,5 yr Undergrad,SIENA COLLEGE,PRIVATE,5-INDEPENDENT,3,2.5,12193.5
2012,650,2806,U,2 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1,0.17,487.5
2012,590,2791,U,4 yr Undergrad,PACE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1308,1188.21,4075613.88
2012,610,2796,U,4 yr Undergrad,POLYTECHNIC UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,856,795.25,2938608.75
2012,560,2788,U,5 yr Undergrad,NIAGARA UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6,4.63,14993.13
2012,515,22178,U,2 yr Undergrad,DOROTHEA HOPFER SCHOOL OF NURSING,PRIVATE,5-INDEPENDENT,1,0.5,2414.5
2012,535,20662,U,4 yr Undergrad,THE NEW SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,434,386.83,1331522.25
2012,500,2775,U,4 yr Undergrad,MOLLOY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1188,1053.38,2772427.31
2012,403,2751,U,5 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,113,91.0,400401.75
2012,355,40953,U,4 yr Undergrad,THE KING'S COLLEGE,PRIVATE,5-INDEPENDENT,24,23.0,59624.5
2012,287,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURSING,PRIVATE,5-INDEPENDENT,82,45.58,120986.48
2012,300,2732,U,5 yr Undergrad,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,19,17.5,75893.0
2012,245,2722,U,5 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,51,44.88,202399.5
2012,1099,9769,U,2 yr Undergrad,METROPOLITAN COLL OF NEW YORK 4YR,PRIVATE,5-INDEPENDENT,1,0.5,1175.0
2012,170,2710,U,4 yr Undergrad,COOPER UNION ADVNCMT SCI ART,PRIVATE,5-INDEPENDENT,93,90.5,287003.0
2012,2045,7304,U,2 yr Undergrad,CULINARY INSTITUTE OF AMERICA 2YR,PRIVATE,5-INDEPENDENT,208,169.25,456851.25
2012,2083,2735,U,4 yr Undergrad,HILBERT COLLEGE,PRIVATE,5-INDEPENDENT,626,551.58,1373869.25
2012,640,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COLL  UG SEMESTE,PRIVATE,5-INDEPENDENT,647,578.75,1345036.52
2012,650,2806,U,5 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,46,23.0,91952.23
2012,635,2803,U,4 yr Undergrad,RENSSELAER POLYTECHNIC INST UG,PRIVATE,5-INDEPENDENT,617,574.67,1541738.45
2012,685,2816,U,4 yr Undergrad,SIENA COLLEGE,PRIVATE,5-INDEPENDENT,1021,957.75,2409829.5
2012,675,2810,U,5 yr Undergrad,THE SAGE COLLEGES 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7,4.0,17142.0
2012,2051,2713,U,4 yr Undergrad,DOMINICAN COLLEGE-WEEKEND 4YR UG,PRIVATE,5-INDEPENDENT,10,3.67,13817.69
2012,2050,2713,U,4 yr Undergrad,DOMINICAN COLLEGE BLAUVELT 4YR UG,PRIVATE,5-INDEPENDENT,556,496.75,1539142.0
2012,2100,2772,U,4 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3471,2877.42,10064263.12
2012,2093,2763,U,2 yr Undergrad,MARIA COLL-REGULAR DAY 2YR UG,PRIVATE,5-INDEPENDENT,132,88.5,260479.3
2012,2110,2778,U,STAP,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,2,0.58,835.42
2012,2140,2795,U,2 yr Undergrad,PAUL SMITHS COLLEGE 2 YR UNDEGRAD,PRIVATE,5-INDEPENDENT,96,80.75,227580.0
2012,2158,2896,U,2 yr Undergrad,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,107,78.17,246128.39
2012,410,2759,U,4 yr Undergrad,MANHATTAN SCHOOL OF MUSIC 4 YR UN,PRIVATE,5-INDEPENDENT,21,20.5,66377.5
2012,6093,2763,U,4 yr Undergrad,MARIA COLLEGE 4 YR,PRIVATE,5-INDEPENDENT,6,4.5,12824.5
2012,405,2758,U,5 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2,1.0,4187.5
2012,2265,21691,U,2 yr Undergrad,DAVIS COLLEGE,PRIVATE,5-INDEPENDENT,104,87.58,287085.0
2012,2235,2665,U,4 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,875,703.67,2634857.48
2012,1016,2894,U,4 yr Undergrad,UNIV OF ROCHESTER EASTMAN UG,PRIVATE,5-INDEPENDENT,33,32.0,62567.0
2012,2120,2782,U,5 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,47,40.75,134301.99
2012,2100,2772,U,5 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,25,19.5,86180.5
2012,591,2791,U,4 yr Undergrad,PACE UNIVERSITY WESTCHESTER,PRIVATE,5-INDEPENDENT,1007,920.63,2794994.43
2012,175,2711,U,4 yr Undergrad,CORNELL UNIVERSITY,PRIVATE,5-INDEPENDENT,1334,1304.5,3606098.5
2012,55,21068,U,2 yr Undergrad,BRAMSON ORT COLLEGE,PRIVATE,5-INDEPENDENT,797,655.29,2154795.71
2012,90,2681,U,4 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1359,1263.92,2925293.62
2012,90,2681,U,5 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,16,12.75,48549.25
2012,125,2701,U,4 yr Undergrad,COLGATE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,194,191.5,494677.0
2012,140,2705,U,5 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,12,10.38,41676.25
2012,175,2711,U,5 yr Undergrad,CORNELL UNIVERSITY,PRIVATE,5-INDEPENDENT,2,1.0,2414.5
2012,190,6445,U,2 yr Undergrad,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,96,67.5,174053.0
2012,210,6448,U,2 yr Undergrad,THE BELANGER SCHOOL OF NURSING,PRIVATE,5-INDEPENDENT,26,16.0,47862.5
2012,270,2728,U,4 yr Undergrad,HAMILTON COLLEGE,PRIVATE,5-INDEPENDENT,231,226.5,591796.0
2012,295,2731,U,4 yr Undergrad,HOBART AND WILLIAM SMITH COLLS 4Y,PRIVATE,5-INDEPENDENT,411,396.0,1129997.5
2012,305,2734,U,4 yr Undergrad,HOUGHTON COLLEGE,PRIVATE,5-INDEPENDENT,438,407.08,959449.5
2012,325,2737,U,4 yr Undergrad,IONA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1154,1091.92,3089794.25
2012,330,2739,U,5 yr Undergrad,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,6,5.0,20559.5
2012,375,2748,U,4 yr Undergrad,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1217,1115.5,2640599.37
2012,403,2751,U,4 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3890,3314.63,11451992.87
2012,405,2758,U,4 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1016,961.71,2960839.0
2012,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,5-INDEPENDENT,150,95.08,292741.59
2012,438,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING MED ASSIST,PRIVATE,5-INDEPENDENT,52,36.25,123505.84
2012,440,2765,U,4 yr Undergrad,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,865,786.08,1997504.85
2012,447,2769,U,4 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,226,202.46,635018.75
2012,11,2667,U,5 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,14,10.5,43130.0
2012,140,2705,U,4 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,1307,1183.63,3055264.45
2012,2262,13029,U,4 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1228,988.13,4180703.99
2012,20,2668,U,5 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,22,19.5,84643.0
2012,11,2667,U,4 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,786,675.13,2000000.55
2012,1085,2903,U,4 yr Undergrad,YESHIVA UNIVERSITY,PRIVATE,5-INDEPENDENT,293,272.5,877843.0
2012,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,61,45.5,110922.0
2012,447,2769,U,5 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,6,3.5,16238.5
2012,327,2737,U,4 yr Undergrad,IONA COLL UNDERGRAD EVENING TRIME,PRIVATE,5-INDEPENDENT,1,0.67,3266.66
2012,285,2729,U,4 yr Undergrad,HARTWICK COLLEGE,PRIVATE,5-INDEPENDENT,598,557.5,1410909.5
2012,171,2707,U,4 yr Undergrad,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,610,562.79,1740780.38
2012,245,2722,U,4 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,1349,1275.71,4340342.22
2012,6144,2812,U,4 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,10,7.5,16059.0
2012,195,2712,U,4 yr Undergrad,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,787,681.96,1756048.06
2012,155,2708,U,5 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,5,3.5,14336.0
2012,120,2699,U,4 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1132,1065.0,2424292.0
2012,2300,2772,U,4 yr Undergrad,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,18,11.5,38910.5
2012,2262,13029,U,5 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,10,6.25,26174.0
2012,2120,2782,U,4 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,1678,1433.88,4479070.51
2012,2110,2778,U,5 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,8,7.0,30015.5
2012,2035,2685,U,5 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,3,3.0,11539.0
2012,35,2671,U,4 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,243,231.25,739982.75
2012,10,2666,U,4 yr Undergrad,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1834,1683.25,4869974.2
2012,2144,2812,U,2 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,573,401.21,1309781.69
2012,555,2785,U,2 yr Undergrad,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1,0.5,2092.0
2012,575,2790,U,5 yr Undergrad,NYACK COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4,3.5,15008.0
2012,555,2785,U,5 yr Undergrad,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,31,27.58,111734.56
2011,2140,2795,U,2 yr Undergrad,PAUL SMITHS COLLEGE 2 YR UNDEGRAD,PRIVATE,5-INDEPENDENT,84,56.25,151562.5
2011,2144,2812,U,2 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,557,402.5,1238378.62
2011,2188,2896,U,4 yr Undergrad,VILLA MARIA COLL OF BUFFALO 4YR,PRIVATE,5-INDEPENDENT,224,191.42,546999.65
2011,2235,2665,U,4 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,810,665.67,2504271.98
2011,2235,2665,U,5 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,10,7.5,28065.0
2011,865,10142,U,5 yr Undergrad,TOURO COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1,0.5,2139.0
2011,2262,13029,U,5 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4,3.5,14025.5
2011,2300,2772,U,4 yr Undergrad,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,48,32.0,107857.5
2011,2310,34044,U,2 yr Undergrad,GAMLA COLLEGE,PRIVATE,5-INDEPENDENT,180,120.5,436919.0
2011,855,2814,U,4 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,307,301.25,990084.75
2011,762,2825,U,4 yr Undergrad,ST JOSEPHS COLL PATCHOGUE WEEKEND,PRIVATE,5-INDEPENDENT,29,18.67,50938.75
2011,830,2832,U,4 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,499,456.75,1281154.25
2011,751,2823,U,4 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,4499,4170.17,13501547.6
2011,6144,2812,U,4 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,19,15.75,33241.25
2011,670,2808,U,5 yr Undergrad,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6,5.0,20321.0
2011,685,2816,U,5 yr Undergrad,SIENA COLLEGE,PRIVATE,5-INDEPENDENT,2,1.0,2700.0
2011,641,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COL BSN NON TRAD,PRIVATE,5-INDEPENDENT,48,33.08,47968.19
2011,590,2791,U,4 yr Undergrad,PACE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1350,1219.54,4083163.3
2011,7874,23065,U,2 yr Undergrad,PROFESSIONAL BUSINESS COLLEGE,PRIVATE,5-INDEPENDENT,1242,983.5,3615403.72
2011,2120,2782,U,5 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,38,26.38,97137.99
