academic_year,tap_college_code,federal_school_code,level,tap_level_of_study,tap_college_name,sector_type,tap_sector_group,tap_recipient_headcount,tap_recipient_ftes,tap_recipient_dollars
2000,2125,2876,U,2 yr Undergrad,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1078,823.5,1012223.15
2006,2025,2862,U,5 yr Undergrad,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6,3.83,10323.19
2000,2070,2866,U,2 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1171,1012.25,1649895.74
2000,2065,10684,U,5 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,9,6.0,13207.44
2000,2065,10684,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1448,1029.5,1948193.9
2000,2060,2865,U,5 yr Undergrad,ERIE COMMUNITY COLLEGE NORTH,PUBLIC,4-SUNY CC,2,1.25,2756.54
2000,2063,12427,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE SOUTH,PUBLIC,4-SUNY CC,1313,1010.75,1216415.55
2017,975,2866,U,4 yr Undergrad,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,948,814.54,2455181.36
2006,2085,2869,U,2 yr Undergrad,JAMESTOWN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1914,1515.17,2862256.75
2006,2080,2868,U,2 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3661,2799.58,4021160.4
2006,2070,2866,U,5 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,3,1.5,4489.0
2008,5750,2866,G,Grad,FASHION INST TECHNOLOGY-GRAD,PUBLIC,4-SUNY CC,2,1.5,289.0
2006,2070,2866,U,4 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1,0.5,1564.0
2006,2070,2866,U,2 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1048,914.63,1676860.16
2000,2125,2876,U,STAP,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,0.5,614.34
2006,2065,10684,U,5 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,16,9.08,24141.4
2006,2065,10684,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6195,4705.0,8801479.78
2006,2053,2864,U,STAP,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.25,308.12
2006,2053,2864,U,5 yr Undergrad,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.5,3160.5
2006,2053,2864,U,2 yr Undergrad,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1539,1197.17,1752306.0
2006,2042,2863,U,2 yr Undergrad,CORNING COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1776,1332.67,2646063.5
2017,2113,2873,U,2 yr Undergrad,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4787,3556.5,11385716.9
2000,2063,12427,U,5 yr Undergrad,ERIE COMMUNITY COLLEGE SOUTH,PUBLIC,4-SUNY CC,3,1.5,3191.86
2006,2038,6789,U,2 yr Undergrad,COLUMBIA-GREENE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,713,562.75,1014826.5
2006,2036,6787,U,2 yr Undergrad,CLINTON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,964,736.0,1295000.0
2006,2065,10684,U,4 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.5,1443.5
2000,2147,2877,U,2 yr Undergrad,ROCKLAND COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1265,969.5,1323679.58
2000,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4058,3100.83,3848636.91
2000,2157,2878,U,5 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.5,3095.25
2000,2220,2870,U,4 yr Undergrad,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.5,1027.95
2009,975,2866,U,4 yr Undergrad,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,851,746.13,2062112.27
2009,975,2866,U,5 yr Undergrad,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,26,20.25,86365.5
2005,2220,2870,U,2 yr Undergrad,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1445,1118.67,2101128.42
2005,2215,2874,U,2 yr Undergrad,NIAGARA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2649,2091.42,3731310.6
2005,2185,2875,U,5 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6,4.0,11004.5
2005,2185,2875,U,2 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3314,2477.42,4640754.66
2000,2225,2879,U,2 yr Undergrad,SULLIVAN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,827,653.25,1144801.91
2005,2180,2872,U,5 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4,2.5,6250.0
2000,2220,2870,U,2 yr Undergrad,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1265,1018.42,1382248.95
2005,2180,2872,U,4 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.5,1250.0
2005,2160,2881,U,2 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2082,1569.5,3288340.22
2005,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5151,3955.25,6760544.27
2005,2147,2877,U,2 yr Undergrad,ROCKLAND COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1039,794.5,1342996.25
2005,2125,2876,U,STAP,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.25,305.25
2000,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,889,708.92,1088664.03
2017,2065,10684,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4404,3353.83,10729257.04
2000,2240,2867,U,2 yr Undergrad,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,961,783.75,1149860.44
2017,2085,2869,U,2 yr Undergrad,JAMESTOWN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1304,1019.83,2887275.68
2000,2243,6785,U,2 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1132,852.92,1161487.26
2005,2180,2872,U,2 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6442,4937.17,7937476.07
2000,2060,2865,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE NORTH,PUBLIC,4-SUNY CC,1867,1427.42,1890358.32
2000,2215,2874,U,2 yr Undergrad,NIAGARA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1969,1545.75,2132972.0
2000,2185,2875,U,5 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4,2.5,5562.5
2000,2160,2881,U,2 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1773,1349.75,2017418.33
2005,2260,6788,U,2 yr Undergrad,TOMPKINS CORTLAND COMM COLLEGE,PUBLIC,4-SUNY CC,1646,1274.0,2437453.5
2005,2258,7111,U,2 yr Undergrad,NORTH COUNTRY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,785,608.0,1144223.25
2005,2256,7532,U,5 yr Undergrad,FINGER LAKES COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.5,4200.0
2005,2256,7532,U,2 yr Undergrad,FINGER LAKES COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2030,1614.08,2811320.02
2005,2254,4788,U,2 yr Undergrad,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1867,1519.83,2519780.97
2005,2252,6782,U,2 yr Undergrad,GENESEE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2457,1970.08,3789000.21
2005,2243,6785,U,5 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,2,1.5,3177.0
2005,2243,6785,U,2 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1397,1049.08,1761397.75
2017,2160,2881,U,5 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.0,3443.0
2005,2240,2867,U,4 yr Undergrad,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,1,0.5,1437.5
2005,2230,2880,U,5 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.5,2387.0
2005,2230,2880,U,4 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.5,250.0
2005,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,856,671.75,1311309.62
2005,2225,2879,U,2 yr Undergrad,SULLIVAN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,876,693.5,1487180.0
2000,2180,2872,U,2 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4144,3179.08,4809201.25
2000,2180,2872,U,5 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5,2.5,5562.5
2017,2225,2879,U,2 yr Undergrad,SULLIVAN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,644,501.08,1612606.8
2000,2185,2875,U,2 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2399,1816.08,2514373.92
2000,2185,2875,U,4 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.5,1112.5
2005,2240,2867,U,2 yr Undergrad,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,956,737.0,1430411.75
2015,2260,6788,U,2 yr Undergrad,TOMPKINS CORTLAND COMM COLLEGE,PUBLIC,4-SUNY CC,1605,1202.79,3667720.56
2001,2258,7111,U,2 yr Undergrad,NORTH COUNTRY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,733,588.0,911012.75
2003,2113,2873,U,2 yr Undergrad,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4585,3456.75,5427078.9
2002,2070,2866,U,5 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,12,8.0,18253.5
2013,2125,2876,U,2 yr Undergrad,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1648,1194.42,3315861.57
2012,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6692,5104.5,12239565.22
2012,2042,2863,U,4 yr Undergrad,CORNING COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.5,1060.0
2012,2243,6785,U,2 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1615,1177.29,2565859.8
2002,2080,2868,U,2 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3097,2401.08,3013910.62
2002,2080,2868,U,5 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.5,793.5
2002,2243,6785,U,5 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1,0.5,1195.0
2012,2180,2872,U,5 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.0,2695.0
2015,2243,6785,U,2 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1240,903.75,2057826.06
2002,2085,2869,U,2 yr Undergrad,JAMESTOWN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1830,1466.08,2255978.22
2002,2243,6785,U,2 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1252,940.58,1397955.71
2015,2125,2876,U,2 yr Undergrad,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1448,1075.67,3002431.45
2002,2105,2871,U,2 yr Undergrad,MOHAWK VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2826,2234.08,3448723.5
2002,2070,2866,U,2 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1147,971.83,1650411.88
2013,2160,2881,U,2 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4144,3094.33,9296591.46
2002,2113,2873,U,STAP,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,0.5,580.37
2013,2160,2881,U,5 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.0,4180.0
2013,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6953,5369.67,13526916.27
2013,2215,2874,U,2 yr Undergrad,NIAGARA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2753,2135.04,4925973.33
2013,2220,2870,U,2 yr Undergrad,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1128,856.63,2048392.51
2013,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1074,827.83,2178068.59
2013,2185,2875,U,2 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4500,3330.63,8735620.11
2013,2243,6785,U,2 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1603,1181.04,2563350.29
2013,2240,2867,U,2 yr Undergrad,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,1283,962.33,2326171.43
2002,2240,2867,U,2 yr Undergrad,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,888,714.25,1188971.0
2002,2230,2880,U,5 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,1.0,2475.0
2013,2260,6788,U,2 yr Undergrad,TOMPKINS CORTLAND COMM COLLEGE,PUBLIC,4-SUNY CC,1784,1371.0,3841949.27
2015,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,864,667.33,1768000.37
2002,2125,2876,U,2 yr Undergrad,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1270,963.33,1352181.25
2002,2113,2873,U,2 yr Undergrad,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4480,3431.58,5190212.13
2002,2065,10684,U,5 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,17,11.5,23614.75
2002,2065,10684,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5550,4238.92,6512521.15
2002,2053,2864,U,2 yr Undergrad,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1337,1050.5,1369500.5
2014,2125,2876,U,2 yr Undergrad,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1565,1152.96,3242933.36
2013,2042,2863,U,2 yr Undergrad,CORNING COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1581,1193.58,2958838.1
2002,2256,7532,U,2 yr Undergrad,FINGER LAKES COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1895,1535.92,2152506.99
2002,2254,4788,U,2 yr Undergrad,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1774,1467.75,2116021.5
2002,2000,2860,U,2 yr Undergrad,ADIRONDACK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1377,1085.0,1467296.25
2002,2005,2861,U,2 yr Undergrad,CAYUGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1472,1153.42,1797496.31
2002,2025,2862,U,2 yr Undergrad,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2582,2084.75,2998417.5
2002,2025,2862,U,5 yr Undergrad,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5,2.5,5838.5
2002,2252,6782,U,2 yr Undergrad,GENESEE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2048,1648.17,2400860.73
2015,975,2866,U,4 yr Undergrad,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,947,808.08,2420115.38
2012,2254,4788,U,2 yr Undergrad,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1818,1382.5,3159107.09
2002,2036,6787,U,2 yr Undergrad,CLINTON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1053,817.0,1147197.25
2003,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,936,745.0,1342572.0
2002,2038,6789,U,2 yr Undergrad,COLUMBIA-GREENE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,718,564.75,838061.0
2012,2113,2873,U,2 yr Undergrad,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6012,4526.75,11526710.86
2013,2070,2866,U,5 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,4,2.25,6903.0
2013,2070,2866,U,2 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1131,989.38,2759883.31
2013,2080,2868,U,5 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.5,5592.0
